Severity,Process,IP:Port,Score,Timestamp,Reason
CRITICAL,System Idle Process,98.84.87.4:80,87.0,2026-04-22 09:29:29,Unknown process not in whitelist; Frequent connections: 62 in 60 seconds; High connection frequency baseline: 110; Beaconing pattern: 17 hits to 98.84.87.4:80; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 7 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,87.0,2026-04-22 09:29:27,Unknown process not in whitelist; Frequent connections: 63 in 60 seconds; High connection frequency baseline: 108; Beaconing pattern: 15 hits to 98.84.87.4:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 7 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,87.0,2026-04-22 09:29:27,Unknown process not in whitelist; Frequent connections: 64 in 60 seconds; High connection frequency baseline: 109; Beaconing pattern: 16 hits to 98.84.87.4:80; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 7 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,87.0,2026-04-22 09:29:26,Unknown process not in whitelist; Frequent connections: 67 in 60 seconds; High connection frequency baseline: 107; Beaconing pattern: 14 hits to 98.84.87.4:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 9 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,87.0,2026-04-22 09:29:25,Unknown process not in whitelist; Frequent connections: 68 in 60 seconds; High connection frequency baseline: 106; Beaconing pattern: 13 hits to 98.84.87.4:80; Connection burst: 12 connections in 10 seconds; Multi-destination activity: 10 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,87.0,2026-04-22 09:29:24,Unknown process not in whitelist; Frequent connections: 66 in 60 seconds; High connection frequency baseline: 103; Beaconing pattern: 10 hits to 98.84.87.4:80; Connection burst: 9 connections in 10 seconds; Multi-destination activity: 10 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,87.0,2026-04-22 09:29:24,Unknown process not in whitelist; Frequent connections: 67 in 60 seconds; High connection frequency baseline: 104; Beaconing pattern: 11 hits to 98.84.87.4:80; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 10 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,87.0,2026-04-22 09:29:24,Unknown process not in whitelist; Frequent connections: 68 in 60 seconds; High connection frequency baseline: 105; Beaconing pattern: 12 hits to 98.84.87.4:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 10 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,87.0,2026-04-22 09:29:23,Unknown process not in whitelist; Frequent connections: 66 in 60 seconds; High connection frequency baseline: 102; Beaconing pattern: 9 hits to 98.84.87.4:80; Connection burst: 9 connections in 10 seconds; Multi-destination activity: 10 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,80.0,2026-04-22 09:29:22,Unknown process not in whitelist; Frequent connections: 64 in 60 seconds; High connection frequency baseline: 100; Repeated destination: 7 hits to 98.84.87.4:80; Connection burst: 8 connections in 10 seconds; Multi-destination activity: 10 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,80.0,2026-04-22 09:29:22,Unknown process not in whitelist; Frequent connections: 65 in 60 seconds; High connection frequency baseline: 101; Repeated destination: 8 hits to 98.84.87.4:80; Connection burst: 9 connections in 10 seconds; Multi-destination activity: 10 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,80.0,2026-04-22 09:29:21,Unknown process not in whitelist; Frequent connections: 64 in 60 seconds; High connection frequency baseline: 98; Repeated destination: 5 hits to 98.84.87.4:80; Connection burst: 7 connections in 10 seconds; Multi-destination activity: 11 unique endpoints
CRITICAL,System Idle Process,98.84.87.4:80,80.0,2026-04-22 09:29:21,Unknown process not in whitelist; Frequent connections: 65 in 60 seconds; High connection frequency baseline: 99; Repeated destination: 6 hits to 98.84.87.4:80; Connection burst: 8 connections in 10 seconds; Multi-destination activity: 11 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:12,Unknown process not in whitelist; Frequent connections: 67 in 60 seconds; High connection frequency baseline: 92; Beaconing pattern: 28 hits to 3.234.199.80:80; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 11 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:09,Unknown process not in whitelist; Frequent connections: 72 in 60 seconds; High connection frequency baseline: 90; Beaconing pattern: 26 hits to 3.234.199.80:80; Connection burst: 16 connections in 10 seconds; Multi-destination activity: 12 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:09,Unknown process not in whitelist; Frequent connections: 73 in 60 seconds; High connection frequency baseline: 91; Beaconing pattern: 27 hits to 3.234.199.80:80; Connection burst: 17 connections in 10 seconds; Multi-destination activity: 12 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:08,Unknown process not in whitelist; Frequent connections: 73 in 60 seconds; High connection frequency baseline: 89; Beaconing pattern: 25 hits to 3.234.199.80:80; Connection burst: 15 connections in 10 seconds; Multi-destination activity: 12 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:07,Unknown process not in whitelist; Frequent connections: 76 in 60 seconds; High connection frequency baseline: 88; Beaconing pattern: 24 hits to 3.234.199.80:80; Connection burst: 15 connections in 10 seconds; Multi-destination activity: 14 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:06,Unknown process not in whitelist; Frequent connections: 72 in 60 seconds; High connection frequency baseline: 84; Beaconing pattern: 22 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 12 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:06,Unknown process not in whitelist; Frequent connections: 74 in 60 seconds; High connection frequency baseline: 86; Beaconing pattern: 23 hits to 3.234.199.80:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 13 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:05,Unknown process not in whitelist; Frequent connections: 74 in 60 seconds; High connection frequency baseline: 83; Beaconing pattern: 21 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 13 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:04,Unknown process not in whitelist; Frequent connections: 71 in 60 seconds; High connection frequency baseline: 80; Beaconing pattern: 18 hits to 3.234.199.80:80; Connection burst: 8 connections in 10 seconds; Multi-destination activity: 13 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:04,Unknown process not in whitelist; Frequent connections: 72 in 60 seconds; High connection frequency baseline: 81; Beaconing pattern: 19 hits to 3.234.199.80:80; Connection burst: 9 connections in 10 seconds; Multi-destination activity: 13 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:04,Unknown process not in whitelist; Frequent connections: 73 in 60 seconds; High connection frequency baseline: 82; Beaconing pattern: 20 hits to 3.234.199.80:80; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 13 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:03,Unknown process not in whitelist; Frequent connections: 70 in 60 seconds; High connection frequency baseline: 79; Beaconing pattern: 17 hits to 3.234.199.80:80; Connection burst: 8 connections in 10 seconds; Multi-destination activity: 13 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,81.0,2026-04-22 09:29:01,Unknown process not in whitelist; Frequent connections: 67 in 60 seconds; High connection frequency baseline: 76; Beaconing pattern: 15 hits to 3.234.199.80:80; Rapid connection rate: 5 in 10 seconds; Multi-destination activity: 13 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:29:01,Unknown process not in whitelist; Frequent connections: 68 in 60 seconds; High connection frequency baseline: 77; Beaconing pattern: 16 hits to 3.234.199.80:80; Connection burst: 6 connections in 10 seconds; Multi-destination activity: 13 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,81.0,2026-04-22 09:29:00,Unknown process not in whitelist; Frequent connections: 75 in 60 seconds; High connection frequency baseline: 75; Beaconing pattern: 14 hits to 3.234.199.80:80; Rapid connection rate: 5 in 10 seconds; Multi-destination activity: 18 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:28:58,Unknown process not in whitelist; Frequent connections: 74 in 60 seconds; High connection frequency baseline: 74; Beaconing pattern: 13 hits to 3.234.199.80:80; Connection burst: 6 connections in 10 seconds; Multi-destination activity: 18 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:28:56,Unknown process not in whitelist; Frequent connections: 73 in 60 seconds; High connection frequency baseline: 73; Beaconing pattern: 12 hits to 3.234.199.80:80; Connection burst: 9 connections in 10 seconds; Multi-destination activity: 18 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:28:54,Unknown process not in whitelist; Frequent connections: 72 in 60 seconds; High connection frequency baseline: 72; Beaconing pattern: 11 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 18 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:28:51,Unknown process not in whitelist; Frequent connections: 71 in 60 seconds; High connection frequency baseline: 71; Beaconing pattern: 10 hits to 3.234.199.80:80; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 18 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,87.0,2026-04-22 09:28:50,Unknown process not in whitelist; Frequent connections: 70 in 60 seconds; High connection frequency baseline: 70; Beaconing pattern: 9 hits to 3.234.199.80:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 18 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,80.0,2026-04-22 09:28:49,Unknown process not in whitelist; Frequent connections: 69 in 60 seconds; High connection frequency baseline: 69; Repeated destination: 8 hits to 3.234.199.80:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 18 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,80.0,2026-04-22 09:28:48,Unknown process not in whitelist; Frequent connections: 67 in 60 seconds; High connection frequency baseline: 67; Repeated destination: 6 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 18 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,80.0,2026-04-22 09:28:48,Unknown process not in whitelist; Frequent connections: 68 in 60 seconds; High connection frequency baseline: 68; Repeated destination: 7 hits to 3.234.199.80:80; Connection burst: 12 connections in 10 seconds; Multi-destination activity: 18 unique endpoints
CRITICAL,System Idle Process,3.234.199.80:80,80.0,2026-04-22 09:28:47,Unknown process not in whitelist; Frequent connections: 66 in 60 seconds; High connection frequency baseline: 66; Repeated destination: 5 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 18 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:44,Unknown process not in whitelist; Frequent connections: 61 in 60 seconds; High connection frequency baseline: 61; Beaconing pattern: 38 hits to 18.235.15.99:80; Connection burst: 8 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,81.0,2026-04-22 09:28:43,Unknown process not in whitelist; Frequent connections: 58 in 60 seconds; High connection frequency baseline: 58; Beaconing pattern: 35 hits to 18.235.15.99:80; Rapid connection rate: 5 in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:43,Unknown process not in whitelist; Frequent connections: 59 in 60 seconds; High connection frequency baseline: 59; Beaconing pattern: 36 hits to 18.235.15.99:80; Connection burst: 6 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:43,Unknown process not in whitelist; Frequent connections: 60 in 60 seconds; High connection frequency baseline: 60; Beaconing pattern: 37 hits to 18.235.15.99:80; Connection burst: 7 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,90.0,2026-04-22 09:28:40,Unknown process not in whitelist; Frequent connections: 57 in 60 seconds; High connection frequency baseline: 57; Beaconing pattern: 34 hits to 18.235.15.99:80; Connection burst: 7 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,90.0,2026-04-22 09:28:37,Unknown process not in whitelist; Frequent connections: 55 in 60 seconds; High connection frequency baseline: 55; Beaconing pattern: 33 hits to 18.235.15.99:80; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,90.0,2026-04-22 09:28:35,Unknown process not in whitelist; Frequent connections: 54 in 60 seconds; High connection frequency baseline: 54; Beaconing pattern: 32 hits to 18.235.15.99:80; Connection burst: 16 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,90.0,2026-04-22 09:28:32,Unknown process not in whitelist; Frequent connections: 52 in 60 seconds; High connection frequency baseline: 52; Beaconing pattern: 30 hits to 18.235.15.99:80; Connection burst: 16 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,90.0,2026-04-22 09:28:32,Unknown process not in whitelist; Frequent connections: 53 in 60 seconds; High connection frequency baseline: 53; Beaconing pattern: 31 hits to 18.235.15.99:80; Connection burst: 17 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,90.0,2026-04-22 09:28:31,Unknown process not in whitelist; Frequent connections: 51 in 60 seconds; High connection frequency baseline: 51; Beaconing pattern: 29 hits to 18.235.15.99:80; Connection burst: 15 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,90.0,2026-04-22 09:28:30,Unknown process not in whitelist; Frequent connections: 49 in 60 seconds; High connection frequency baseline: 49; Beaconing pattern: 27 hits to 18.235.15.99:80; Connection burst: 15 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,90.0,2026-04-22 09:28:30,Unknown process not in whitelist; Frequent connections: 50 in 60 seconds; High connection frequency baseline: 50; Beaconing pattern: 28 hits to 18.235.15.99:80; Connection burst: 16 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,90.0,2026-04-22 09:28:29,Unknown process not in whitelist; Frequent connections: 47 in 60 seconds; High connection frequency baseline: 47; Beaconing pattern: 25 hits to 18.235.15.99:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,90.0,2026-04-22 09:28:29,Unknown process not in whitelist; Frequent connections: 48 in 60 seconds; High connection frequency baseline: 48; Beaconing pattern: 26 hits to 18.235.15.99:80; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,90.0,2026-04-22 09:28:28,Unknown process not in whitelist; Frequent connections: 46 in 60 seconds; High connection frequency baseline: 46; Beaconing pattern: 24 hits to 18.235.15.99:80; Connection burst: 12 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:27,Unknown process not in whitelist; Frequent connections: 41 in 60 seconds; High connection frequency baseline: 41; Beaconing pattern: 21 hits to 18.235.15.99:80; Connection burst: 9 connections in 10 seconds; Multi-destination activity: 15 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:27,Unknown process not in whitelist; Frequent connections: 43 in 60 seconds; High connection frequency baseline: 43; Beaconing pattern: 22 hits to 18.235.15.99:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 16 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:27,Unknown process not in whitelist; Frequent connections: 45 in 60 seconds; High connection frequency baseline: 45; Beaconing pattern: 23 hits to 18.235.15.99:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 17 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:26,Unknown process not in whitelist; Frequent connections: 39 in 60 seconds; High connection frequency baseline: 39; Beaconing pattern: 20 hits to 18.235.15.99:80; Connection burst: 7 connections in 10 seconds; Multi-destination activity: 14 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:25,Unknown process not in whitelist; Frequent connections: 38 in 60 seconds; High connection frequency baseline: 38; Beaconing pattern: 19 hits to 18.235.15.99:80; Connection burst: 6 connections in 10 seconds; Multi-destination activity: 14 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:24,Unknown process not in whitelist; Frequent connections: 37 in 60 seconds; High connection frequency baseline: 37; Beaconing pattern: 18 hits to 18.235.15.99:80; Connection burst: 6 connections in 10 seconds; Multi-destination activity: 14 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:22,Unknown process not in whitelist; Frequent connections: 35 in 60 seconds; High connection frequency baseline: 35; Beaconing pattern: 17 hits to 18.235.15.99:80; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 13 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:19,Unknown process not in whitelist; Frequent connections: 34 in 60 seconds; High connection frequency baseline: 34; Beaconing pattern: 16 hits to 18.235.15.99:80; Connection burst: 16 connections in 10 seconds; Multi-destination activity: 13 unique endpoints
CRITICAL,System Idle Process,18.235.15.99:80,87.0,2026-04-22 09:28:16,Unknown process not in whitelist; Frequent connections: 32 in 60 seconds; High connection frequency baseline: 32; Beaconing pattern: 15 hits to 18.235.15.99:80; Connection burst: 20 connections in 10 seconds; Multi-destination activity: 13 unique endpoints
